"customer_id","average_rental_cost"
1,3.8233333333333333
2,4.7592307692307692
3,5.4483333333333333
4,3.7172727272727273
5,3.8471428571428571
6,3.3900000000000000
7,4.6685714285714286
8,3.7291304347826087
9,3.9400000000000000
10,3.9483333333333333
11,4.3378260869565217
12,3.6053846153846154
13,4.8788888888888889
14,4.2073913043478261
15,4.2087500000000000
16,4.3900000000000000
17,4.8788888888888889
18,4.1478947368421053
19,5.4900000000000000
20,3.8418518518518519
21,4.5837500000000000
22,4.9900000000000000
23,3.9529629629629630
24,3.7291304347826087
25,3.8788888888888889
26,4.5837500000000000
27,4.1233333333333333
28,3.5233333333333333
29,3.9614285714285714
30,3.6370588235294118
31,4.0284615384615385
32,4.3361538461538462
33,4.4400000000000000
34,3.7400000000000000
35,3.9566666666666667
36,3.6300000000000000
37,4.3709523809523810
38,3.7547058823529412
39,4.8865517241379310
40,4.0669230769230769
41,4.7500000000000000
42,3.8520689655172414
43,4.0809090909090909
44,4.8471428571428571
45,4.7976923076923077
46,4.2480645161290323
47,4.8847368421052632
48,4.8471428571428571
49,4.8650000000000000
50,4.8233333333333333
51,4.1233333333333333
52,3.8114285714285714
53,3.6983333333333333
54,4.4130769230769231
55,4.4636842105263158
56,4.4515384615384615
57,3.8361538461538462
58,4.4066666666666667
59,4.9900000000000000
60,4.0354545454545455
61,4.4515384615384615
62,3.7519047619047619
63,4.5100000000000000
64,3.0566666666666667
65,4.8900000000000000
66,4.2324242424242424
67,4.3400000000000000
68,4.3081818181818182
69,3.9030434782608696
70,4.4605882352941176
71,4.1685714285714286
72,3.2862962962962963
73,4.0809090909090909
74,3.7207692307692308
75,3.8361538461538462
76,3.5614285714285714
77,3.7291304347826087
78,4.5706451612903226
79,3.8847368421052632
80,4.5900000000000000
81,4.4185714285714286
82,4.9483333333333333
83,4.3990909090909091
84,4.2900000000000000
85,3.4661904761904762
86,4.5837500000000000
87,4.9185714285714286
88,4.2400000000000000
89,4.3003448275862069
90,3.9542857142857143
91,3.1664705882352941
92,4.7207692307692308
93,3.8400000000000000
94,3.7794736842105263
95,4.2841176470588235
96,3.9159259259259259
97,3.2677777777777778
98,4.2816666666666667
99,3.9465217391304348
100,4.4247826086956522
101,3.7726086956521739
102,4.3233333333333333
103,4.4382758620689655
104,3.5354545454545455
105,4.2627272727272727
106,4.5614285714285714
107,4.0971428571428571
108,4.5257142857142857
109,4.2005263157894737
110,4.1566666666666667
111,3.7900000000000000
112,4.6328571428571429
113,4.1381481481481481
114,4.2233333333333333
115,3.2122222222222222
116,4.1053846153846154
117,4.1076470588235294
118,3.8400000000000000
119,4.5061290322580645
120,4.4900000000000000
121,4.1900000000000000
122,4.0233333333333333
123,4.2508695652173913
124,4.1328571428571429
125,4.2480645161290323
126,4.1100000000000000
127,4.8081818181818182
128,3.9566666666666667
129,3.6664705882352941
130,3.9900000000000000
131,4.1751851851851852
132,3.4185714285714286
133,3.5500000000000000
134,4.0952631578947368
135,3.5971428571428571
136,4.2757142857142857
137,5.0426315789473684
138,3.3337500000000000
139,4.2122222222222222
140,4.6566666666666667
141,4.1190322580645161
142,3.2508695652173913
143,4.1900000000000000
144,4.7400000000000000
145,3.9900000000000000
146,4.6937037037037037
147,3.9275000000000000
148,4.7011111111111111
149,4.6700000000000000
150,4.3081818181818182
151,3.2700000000000000
152,3.8847368421052632
153,3.9483333333333333
154,4.1011111111111111
155,4.4483333333333333
156,3.9030434782608696
157,3.7141379310344828
158,3.8566666666666667
159,3.4605882352941176
160,3.9529629629629630
161,3.9483333333333333
162,3.5194117647058824
163,4.2313793103448276
164,4.3233333333333333
165,4.0900000000000000
166,4.5085185185185185
167,3.7486206896551724
168,4.0525000000000000
169,4.3400000000000000
170,4.7726086956521739
171,4.1900000000000000
172,4.4566666666666667
173,4.1381481481481481
174,4.3057894736842105
175,4.1150000000000000
176,4.7400000000000000
177,3.1204347826086957
178,4.9900000000000000
179,4.6438461538461538
180,4.3536363636363636
181,5.0809090909090909
182,3.8650000000000000
183,3.4445454545454545
184,4.0400000000000000
185,3.9900000000000000
186,3.8520689655172414
187,5.6196296296296296
188,3.7100000000000000
189,4.1804761904761905
190,4.1100000000000000
191,3.7122222222222222
192,4.4445454545454545
193,4.5986956521739130
194,4.6775000000000000
195,4.5689473684210526
196,4.1512903225806452
197,4.1775000000000000
198,3.8962500000000000
199,3.9900000000000000
200,4.8746153846153846
201,4.1718181818181818
202,3.9900000000000000
203,4.6215789473684211
204,4.3448387096774194
205,4.4900000000000000
206,4.6937037037037037
207,4.2757142857142857
208,3.4700000000000000
209,5.0934482758620690
210,4.4900000000000000
211,4.4445454545454545
212,4.5900000000000000
213,4.1011111111111111
214,3.9900000000000000
215,3.4066666666666667
216,4.1263636363636364
217,4.1328571428571429
218,3.7677777777777778
219,4.0300000000000000
220,4.3900000000000000
221,4.7307407407407407
222,4.4900000000000000
223,4.8650000000000000
224,3.4900000000000000
225,4.6566666666666667
226,4.1804761904761905
227,3.5809090909090909
228,3.4700000000000000
229,3.7500000000000000
230,3.8287096774193548
231,3.8595652173913043
232,3.7726086956521739
233,3.9030434782608696
234,4.2700000000000000
235,3.9030434782608696
236,4.2720512820512821
237,4.4738709677419355
238,4.5689473684210526
239,3.8828571428571429
240,4.6421739130434783
241,3.4587500000000000
242,4.4382758620689655
243,3.3813043478260870
244,4.0900000000000000
245,3.9900000000000000
246,4.2677777777777778
247,4.6742105263157895
248,2.9130769230769231
249,4.6742105263157895
250,3.6566666666666667
251,4.0300000000000000
252,2.9400000000000000
253,4.4900000000000000
254,3.5900000000000000
255,3.9344444444444444
256,3.9100000000000000
257,4.1958823529411765
258,4.6150000000000000
259,5.1566666666666667
260,3.7900000000000000
261,4.1263636363636364
262,4.2492592592592593
263,4.3233333333333333
264,3.9500000000000000
265,4.7400000000000000
266,4.3746153846153846
267,4.3233333333333333
268,4.6090476190476190
269,4.6090476190476190
270,3.9900000000000000
271,3.5525000000000000
272,5.0669230769230769
273,4.6685714285714286
274,4.3233333333333333
275,3.7100000000000000
276,4.1204347826086957
277,4.5316666666666667
278,3.4185714285714286
279,4.7816666666666667
280,4.5117391304347826
281,3.2900000000000000
282,3.9900000000000000
283,2.9900000000000000
284,4.9445454545454545
285,5.1204347826086957
286,4.0316666666666667
287,3.6718181818181818
288,2.7794736842105263
289,4.3650000000000000
290,3.6718181818181818
291,4.3429411764705882
292,4.6718181818181818
293,5.1328571428571429
294,4.5986956521739130
295,4.4900000000000000
296,4.5117391304347826
297,3.8361538461538462
298,3.7519047619047619
299,4.0376190476190476
300,4.7592307692307692
301,4.7900000000000000
302,4.3746153846153846
303,3.7268421052631579
304,4.2005263157894737
305,4.3900000000000000
306,4.2757142857142857
307,4.6400000000000000
308,4.3057894736842105
309,4.5500000000000000
310,5.2976923076923077
311,5.3900000000000000
312,4.0900000000000000
313,3.9900000000000000
314,3.9210344827586207
315,4.8471428571428571
316,4.2531578947368421
317,4.0316666666666667
318,3.9900000000000000
319,4.4661904761904762
320,3.1900000000000000
321,5.5194117647058824
322,4.3057894736842105
323,3.6700000000000000
324,4.3536363636363636
325,4.0455555555555556
326,3.6011111111111111
327,3.9373684210526316
328,3.8723529411764706
329,4.2943478260869565
330,3.3788888888888889
331,4.8081818181818182
332,4.1438461538461538
333,4.0809090909090909
334,4.3500000000000000
335,3.3536363636363636
336,4.2627272727272727
337,4.6566666666666667
338,3.9400000000000000
339,3.9900000000000000
340,3.6421739130434783
341,4.7172727272727273
342,4.0837500000000000
343,4.6421739130434783
344,4.0525000000000000
345,4.9900000000000000
346,4.8566666666666667
347,4.7566666666666667
348,4.2547058823529412
349,4.7757142857142857
350,3.0376190476190476
351,3.8160869565217391
352,4.3990909090909091
353,3.8723529411764706
354,3.8081818181818182
355,3.6215789473684211
356,4.0244827586206897
357,3.5117391304347826
358,3.7900000000000000
359,3.8990909090909091
360,4.5212500000000000
361,3.0934482758620690
362,4.5383870967741935
363,4.9900000000000000
364,4.0809090909090909
365,4.4185714285714286
366,4.0455555555555556
367,4.8900000000000000
368,4.5061290322580645
369,3.3233333333333333
370,3.7268421052631579
371,4.2658620689655172
372,4.7712500000000000
373,4.6076470588235294
374,3.9500000000000000
375,4.4400000000000000
376,4.0640740740740741
377,3.6053846153846154
378,3.9344444444444444
379,4.6090476190476190
380,3.7900000000000000
381,3.1150000000000000
382,3.8990909090909091
383,3.7500000000000000
384,3.7042857142857143
385,3.9066666666666667
386,3.9185714285714286
387,3.6263636363636364
388,4.0971428571428571
389,4.7900000000000000
390,4.6029032258064516
391,3.1900000000000000
392,3.9900000000000000
393,3.9900000000000000
394,3.8900000000000000
395,3.0426315789473684
396,4.0669230769230769
397,3.7400000000000000
398,4.9233333333333333
399,4.1011111111111111
400,4.4066666666666667
401,3.3057894736842105
402,4.0952631578947368
403,4.9293939393939394
404,4.6106896551724138
405,3.3900000000000000
406,3.9254838709677419
407,4.0284615384615385
408,3.8418518518518519
409,4.4445454545454545
410,4.4110526315789474
411,3.0733333333333333
412,4.4017647058823529
413,3.4636842105263158
414,4.2073913043478261
415,4.0354545454545455
416,4.0614285714285714
417,4.1718181818181818
418,3.5900000000000000
419,3.6150000000000000
420,3.7400000000000000
421,4.7100000000000000
422,3.8700000000000000
423,4.6438461538461538
424,3.7831034482758621
425,3.9500000000000000
426,4.8361538461538462
427,4.6856521739130435
428,3.8847368421052632
429,4.9275000000000000
430,3.5900000000000000
431,4.2172727272727273
432,4.6900000000000000
433,4.9465217391304348
434,4.7207692307692308
435,3.4247826086956522
436,4.6937037037037037
437,4.2900000000000000
438,4.0566666666666667
439,4.1718181818181818
440,3.9900000000000000
441,3.9900000000000000
442,3.6106896551724138
443,4.4661904761904762
444,3.7757142857142857
445,4.0316666666666667
446,3.9185714285714286
447,4.0640740740740741
448,4.7307407407407407
449,4.7547058823529412
450,3.4300000000000000
451,4.0566666666666667
452,3.4382758620689655
453,4.8595652173913043
454,4.4900000000000000
455,3.8990909090909091
456,3.9900000000000000
457,3.9529629629629630
458,3.5163157894736842
459,4.9629729729729730
460,4.6566666666666667
461,3.3603703703703704
462,4.9254838709677419
463,3.7400000000000000
464,4.8471428571428571
465,4.3025000000000000
466,4.6263636363636364
467,4.8114285714285714
468,4.5488235294117647
469,4.5328571428571429
470,5.0867741935483871
471,4.1053846153846154
472,5.0669230769230769
473,3.9577419354838710
474,3.7100000000000000
475,4.4445454545454545
476,4.3900000000000000
477,5.0852380952380952
478,4.5689473684210526
479,4.6451724137931034
480,4.4110526315789474
481,3.9185714285714286
482,4.8361538461538462
483,4.8135294117647059
484,4.7677777777777778
485,4.0257142857142857
486,4.3813043478260870
487,4.6053846153846154
488,4.3536363636363636
489,4.8321052631578947
490,4.8081818181818182
491,4.8300000000000000
492,4.1900000000000000
493,4.7627272727272727
494,4.5233333333333333
495,4.6150000000000000
496,4.3584210526315789
497,4.5085185185185185
498,3.4483333333333333
499,4.1624137931034483
500,3.8700000000000000
501,4.5689473684210526
502,4.3566666666666667
503,3.5614285714285714
504,4.7100000000000000
505,4.8321052631578947
506,4.4185714285714286
507,3.9030434782608696
508,5.2943478260869565
509,4.8233333333333333
510,4.4682608695652174
511,4.2172727272727273
512,4.4515384615384615
513,4.7900000000000000
514,3.3233333333333333
515,4.2592307692307692
516,3.8650000000000000
517,4.1983333333333333
518,4.3500000000000000
519,4.5354545454545455
520,4.1190322580645161
521,3.5117391304347826
522,5.0525000000000000
523,4.3900000000000000
524,4.8135294117647059
525,3.8233333333333333
526,4.9661904761904762
527,3.4066666666666667
528,4.6900000000000000
529,4.1328571428571429
530,3.4445454545454545
531,4.8160869565217391
532,4.8287096774193548
533,4.4233333333333333
534,3.7172727272727273
535,4.3828571428571429
536,4.7726086956521739
537,4.1150000000000000
538,4.0640740740740741
539,4.2400000000000000
540,4.6983333333333333
541,4.3536363636363636
542,5.3025000000000000
543,3.6900000000000000
544,4.6400000000000000
545,4.4636842105263158
546,3.9483333333333333
547,4.3900000000000000
548,3.9900000000000000
549,3.9275000000000000
550,4.8932258064516129
551,3.6090476190476190
552,4.4900000000000000
553,4.4682608695652174
554,4.7900000000000000
555,4.4017647058823529
556,4.0455555555555556
557,2.8990909090909091
558,4.8471428571428571
559,3.9542857142857143
560,4.4727586206896552
561,3.4700000000000000
562,4.4445454545454545
563,3.6937037037037037
564,3.7627272727272727
565,4.3974074074074074
566,4.0837500000000000
567,4.2900000000000000
568,3.1804761904761905
569,4.2122222222222222
570,3.6700000000000000
571,4.8990909090909091
572,4.1983333333333333
573,4.2042857142857143
574,4.0270370370370370
575,4.5733333333333333
576,4.2400000000000000
577,4.2976923076923077
578,4.5614285714285714
579,4.1381481481481481
580,3.7976923076923077
581,3.9100000000000000
582,4.6983333333333333
583,5.1204347826086957
584,4.2492592592592593
585,4.9066666666666667
586,2.9900000000000000
587,4.2816666666666667
588,3.9900000000000000
589,4.7500000000000000
590,4.5316666666666667
591,4.9900000000000000
592,3.8520689655172414
593,4.2400000000000000
594,4.7291304347826087
595,3.8175862068965517
596,3.3536363636363636
597,3.8160869565217391
598,3.8081818181818182
599,4.3788888888888889
